x,y,gene,cell_truth,is_noise_truth
53.118370,110.068452,Gad1,43,false
105.821925,89.812562,Slc17a7,38,false
34.209385,49.950375,Pdgfra,18,false
12.259404,67.665375,Sox10,0,true
151.782926,105.321871,Pdgfra,48,false
129.859136,66.068118,Gad1,31,false
142.350881,72.877258,Aldoc,32,false
102.044991,13.670880,Slc17a7,6,false
128.153760,13.604134,Sox10,7,false
66.687595,149.607241,Aldoc,60,false
86.949281,109.092628,Gad1,45,false
12.477584,33.485181,Gad1,9,false
69.996462,68.464450,Gad1,28,false
8.026091,29.280522,Aldoc,0,true
87.793955,61.066076,Slc17a7,29,false
113.372179,124.629641,Aldoc,54,false
125.823255,107.051858,Pdgfra,47,false
50.224045,12.563892,Sox10,3,false
65.922213,92.134658,Slc17a7,36,false
45.651347,144.514692,Slc17a7,59,false
68.088564,27.515195,Sox10,12,false
109.546468,86.196518,Slc17a7,38,false
46.654766,150.910979,Ttr,0,true
90.070838,28.152439,Gad1,13,false
86.933630,8.682772,Slc17a7,5,false
145.125609,108.656104,Aldoc,48,false
126.034899,130.024216,Aldoc,0,true
12.855940,17.255456,Slc17a7,1,false
88.143752,31.220948,Sox10,13,false
20.066564,138.414771,Pdgfra,0,true
146.211368,30.062482,Gad1,16,false
146.255097,8.483288,Pdgfra,8,false
111.149760,51.344065,Gad1,22,false
110.373987,25.869360,Slc17a7,14,false
148.657630,125.382802,Slc17a7,56,false
86.991396,109.558006,Ttr,45,false
142.473235,119.853117,Aldoc,56,false
51.113760,108.101272,Gad1,43,false
31.476088,68.366251,Pdgfra,26,false
32.057764,87.106030,Ttr,34,false
34.959597,90.479444,Gad1,34,false
11.631410,111.890706,Slc17a7,41,false
9.523220,9.990828,Sox10,1,false
33.672039,25.674463,Gad1,10,false
66.738591,144.267058,Aldoc,60,false
123.742174,33.024355,Aldoc,15,false
49.197433,89.306690,Sox10,35,false
89.223794,104.631065,Sox10,45,false
51.234008,91.501906,Aldoc,35,false
89.140399,125.722515,Sox10,53,false
51.674237,142.788003,Slc17a7,59,false
49.312457,106.845958,Slc17a7,43,false
132.390240,131.858297,Gad1,0,true
52.470751,101.186017,Gad1,43,false
108.695658,128.737562,Sox10,54,false
96.840243,131.452948,Pdgfra,0,true
59.024219,16.530320,Sox10,0,true
89.000222,91.004297,Aldoc,37,false
153.620087,70.132640,Sox10,0,true
143.649801,125.214288,Slc17a7,56,false
109.759224,104.501557,Slc17a7,46,false
50.761218,89.354281,Slc17a7,35,false
128.946501,74.181099,Gad1,31,false
142.825314,72.354637,Gad1,32,false
68.561007,105.590390,Slc17a7,44,false
74.335306,49.999677,Gad1,0,true
142.179463,128.098091,Slc17a7,56,false
127.068422,15.179315,Gad1,7,false
48.599578,124.778245,Aldoc,51,false
69.218576,42.450893,Slc17a7,20,false
65.637805,44.342046,Pdgfra,0,true
63.961632,108.301817,Slc17a7,44,false
146.399629,33.132577,Slc17a7,16,false
48.367280,104.899734,Pdgfra,43,false
48.107206,123.051614,Aldoc,51,false
125.678180,55.539100,Slc17a7,23,false
104.722535,89.578899,Sox10,38,false
67.087002,127.959140,Gad1,52,false
49.271298,105.923742,Gad1,43,false
136.397971,102.664197,Gad1,0,true
145.736087,31.382378,Gad1,16,false
144.221359,107.235708,Gad1,48,false
71.398342,64.267733,Sox10,28,false
123.424292,83.548781,Aldoc,39,false
15.389210,121.343903,Aldoc,49,false
148.200879,8.926346,Sox10,8,false
32.641772,34.841467,Sox10,10,false
11.853956,10.723092,Pdgfra,1,false
50.711046,89.072047,Slc17a7,35,false
37.037554,56.596163,Slc17a7,0,true
85.535263,91.053486,Slc17a7,37,false
47.082066,123.113353,Aldoc,51,false
90.096446,62.979507,Slc17a7,29,false
141.487427,105.725906,Ttr,48,false
147.617603,128.435315,Sox10,56,false
53.537035,30.053455,Slc17a7,11,false
123.432464,35.372577,Aldoc,15,false
104.481222,87.413736,Slc17a7,38,false
105.333223,19.690372,Gad1,0,true
83.002491,85.117709,Pdgfra,37,false
124.826190,34.173905,Sox10,15,false
12.250000,90.159329,Pdgfra,33,false
17.548183,149.900356,Aldoc,57,false
109.942307,49.426368,Slc17a7,22,false
145.042004,70.361569,Slc17a7,32,false
112.162322,45.695772,Pdgfra,22,false
47.143455,128.728996,Pdgfra,51,false
144.088391,71.074265,Slc17a7,32,false
50.561364,125.196954,Slc17a7,51,false
33.555492,52.774530,Sox10,18,false
12.966965,31.386237,Aldoc,9,false
47.101219,106.776003,Gad1,43,false
11.521978,42.689222,Slc17a7,17,false
106.137422,124.655367,Aldoc,54,false
71.707724,49.236235,Slc17a7,20,false
86.161805,94.485054,Gad1,37,false
85.992709,27.271890,Gad1,13,false
52.235106,102.681558,Gad1,43,false
72.254057,59.166928,Pdgfra,0,true
145.154556,107.631789,Aldoc,48,false
31.463484,10.620160,Aldoc,2,false
11.299323,15.027458,Slc17a7,1,false
29.790777,128.563584,Pdgfra,50,false
125.756377,103.692818,Sox10,47,false
50.303174,88.427352,Slc17a7,35,false
11.946109,46.897148,Slc17a7,17,false
108.490371,46.964709,Gad1,22,false
70.942826,53.062467,Sox10,20,false
9.142659,30.847289,Aldoc,0,true
69.721510,105.607147,Slc17a7,44,false
129.888869,105.910953,Sox10,47,false
123.429601,46.674206,Aldoc,23,false
50.066249,57.863006,Pdgfra,0,true
34.488521,28.363551,Ttr,10,false
33.365121,148.059605,Aldoc,58,false
101.911337,127.113722,Aldoc,54,false
11.803136,99.970519,Slc17a7,41,false
47.872971,144.857958,Slc17a7,59,false
71.026544,55.779549,Slc17a7,20,false
13.497149,6.732023,Gad1,1,false
105.463012,67.439106,Pdgfra,30,false
81.679505,136.049173,Ttr,0,true
146.260178,86.013536,Sox10,40,false
7.149366,47.269684,Slc17a7,17,false
110.000297,50.676593,Gad1,22,false
131.170365,32.596279,Aldoc,15,false
104.573647,29.392026,Slc17a7,14,false
68.185196,107.152573,Ttr,44,false
103.577391,10.066364,Pdgfra,6,false
68.545913,107.769338,Gad1,44,false
66.675789,52.166209,Sox10,20,false
11.455529,105.132214,Pdgfra,41,false
49.443573,47.935826,Pdgfra,19,false
129.036099,48.073111,Slc17a7,23,false
16.350553,7.367760,Gad1,1,false
49.374018,104.378236,Gad1,43,false
49.058843,150.728621,Slc17a7,59,false
142.838679,103.006863,Aldoc,48,false
3.895898,97.679897,Slc17a7,0,true
71.131579,104.501108,Slc17a7,44,false
44.982716,6.658900,Aldoc,3,false
126.858067,88.352088,Pdgfra,39,false
72.431087,47.136426,Slc17a7,20,false
51.980191,106.209002,Gad1,43,false
14.111193,68.099161,Gad1,25,false
126.617804,50.013051,Sox10,23,false
8.005026,52.983331,Pdgfra,17,false
128.530762,86.606787,Aldoc,39,false
13.490237,147.851555,Aldoc,57,false
14.433611,146.321939,Pdgfra,57,false
154.911110,4.045572,Ttr,0,true
9.981756,70.478714,Gad1,25,false
143.488797,5.222095,Gad1,0,true
104.193471,14.292127,Aldoc,6,false
127.520129,106.038535,Slc17a7,47,false
121.817239,30.561400,Aldoc,15,false
90.234723,49.323493,Aldoc,21,false
148.489056,29.192898,Gad1,16,false
89.257350,65.198373,Aldoc,29,false
53.207393,31.303178,Slc17a7,11,false
121.176952,25.720671,Ttr,0,true
142.023658,28.356794,Aldoc,16,false
29.140947,66.552248,Pdgfra,26,false
61.290518,84.377364,Aldoc,0,true
47.889467,30.686423,Ttr,11,false
104.088597,67.818634,Slc17a7,30,false
88.390207,129.689285,Slc17a7,53,false
87.364078,85.654207,Aldoc,37,false
104.660975,30.034679,Gad1,14,false
47.454459,33.125477,Slc17a7,11,false
34.156545,106.878010,Pdgfra,42,false
10.533278,69.994771,Gad1,25,false
86.816936,34.488137,Sox10,13,false
52.618665,36.873578,Aldoc,0,true
13.332320,106.457272,Slc17a7,41,false
90.027145,90.714479,Gad1,37,false
126.288505,109.356136,Slc17a7,47,false
31.431156,106.294741,Pdgfra,42,false
34.488449,51.878666,Ttr,18,false
47.969667,28.418512,Slc17a7,11,false
67.806744,107.288994,Ttr,44,false
105.759855,53.316672,Pdgfra,22,false
29.059502,29.532226,Aldoc,10,false
123.694367,76.432809,Aldoc,0,true
129.093606,151.639904,Ttr,0,true
127.492787,47.797772,Slc17a7,23,false
47.729888,105.527656,Gad1,43,false
87.131165,69.261078,Aldoc,29,false
8.400957,106.610072,Ttr,41,false
8.733720,47.769786,Gad1,0,true
54.767365,147.795207,Slc17a7,0,true
66.319593,9.609918,Ttr,4,false
93.700915,67.548384,Ttr,29,false
33.442347,91.368819,Ttr,34,false
71.500744,145.611321,Aldoc,60,false
50.152392,105.012225,Gad1,43,false
11.063568,51.308832,Slc17a7,17,false
34.226223,85.920308,Gad1,34,false
141.325271,88.268145,Gad1,40,false
30.594906,30.516163,Gad1,10,false
28.955081,129.337383,Slc17a7,50,false
37.523988,31.519896,Gad1,10,false
58.491571,22.835716,Pdgfra,0,true
146.877391,51.084298,Aldoc,24,false
86.940502,48.416130,Aldoc,21,false
112.493254,120.861264,Sox10,54,false
106.258442,91.923797,Slc17a7,38,false
89.732077,33.365801,Gad1,13,false
30.515550,55.279708,Slc17a7,18,false
113.437316,105.896651,Gad1,46,false
48.615340,7.593591,Aldoc,3,false
12.741955,12.429397,Sox10,1,false
128.753532,31.505042,Aldoc,15,false
109.026076,15.832603,Pdgfra,6,false
107.555657,90.721718,Sox10,38,false
14.252583,150.911894,Aldoc,57,false
29.710572,72.850162,Sox10,26,false
85.374915,84.810355,Pdgfra,37,false
90.798610,30.295401,Gad1,13,false
110.785740,86.208302,Gad1,0,true
147.364040,49.542112,Aldoc,24,false
31.543390,70.196872,Slc17a7,26,false
129.755328,41.500406,Slc17a7,23,false
127.965659,12.409618,Sox10,7,false
66.302013,64.051518,Gad1,0,true
147.346448,7.519816,Slc17a7,8,false
54.508828,70.273463,Aldoc,27,false
8.993210,69.586395,Ttr,25,false
85.364385,9.480371,Ttr,5,false
145.997018,34.285071,Aldoc,16,false
86.412039,125.228803,Ttr,53,false
45.574505,125.344302,Sox10,51,false
14.178567,147.108091,Aldoc,57,false
132.766525,16.925176,Gad1,7,false
50.221116,61.844447,Sox10,27,false
48.161234,127.081259,Sox10,51,false
65.715947,13.636268,Aldoc,4,false
23.927707,65.235420,Pdgfra,26,false
89.011357,88.078952,Ttr,37,false
12.645626,146.616960,Pdgfra,57,false
14.498418,7.788929,Pdgfra,1,false
49.333330,130.786157,Aldoc,51,false
65.056673,49.055258,Sox10,20,false
126.612427,28.324875,Sox10,15,false
45.800377,123.939301,Aldoc,51,false
102.756545,14.360873,Aldoc,6,false
87.998574,51.732388,Aldoc,21,false
151.978712,45.288787,Aldoc,0,true
14.391874,87.038156,Aldoc,33,false
104.866716,31.273524,Slc17a7,14,false
130.334900,90.765628,Aldoc,0,true
109.156518,87.860793,Gad1,38,false
126.897957,122.448729,Gad1,55,false
143.121196,87.240160,Gad1,40,false
126.369417,106.274076,Slc17a7,47,false
127.868637,93.212248,Aldoc,39,false
69.995272,49.538792,Slc17a7,20,false
30.148680,73.133241,Slc17a7,26,false
68.120012,16.857555,Gad1,4,false
93.049606,65.601544,Pdgfra,29,false
105.060749,129.742487,Slc17a7,54,false
104.466813,126.207752,Gad1,54,false
10.928997,76.667853,Pdgfra,0,true
69.913440,32.068447,Ttr,12,false
89.180628,68.910915,Gad1,29,false
69.962156,89.410477,Slc17a7,36,false
91.722385,64.999627,Gad1,29,false
67.970717,13.758062,Gad1,4,false
147.211680,146.925722,Sox10,0,true
80.946888,31.112710,Gad1,13,false
70.048821,107.804546,Slc17a7,44,false
20.956589,118.166326,Aldoc,0,true
105.183032,11.245209,Pdgfra,6,false
101.479577,116.149406,Aldoc,0,true
123.830244,73.349665,Pdgfra,31,false
124.625365,107.170989,Slc17a7,47,false
142.660950,86.248898,Gad1,40,false
4.746670,23.358397,Aldoc,0,true
110.048993,68.099811,Pdgfra,30,false
49.851252,103.531144,Gad1,43,false
108.882910,30.751620,Slc17a7,14,false
122.281740,51.285664,Gad1,23,false
73.881341,109.188055,Slc17a7,44,false
40.558205,89.295855,Sox10,0,true
28.686849,53.217353,Sox10,18,false
