x,y,gene,cell_truth,is_noise_truth,molecule_id,confidence,cluster,cell,assignment_confidence,is_noise,ncv_color
105.895754,105.581941,Gad1,46,false,67,0.99042,2,CR9f3683203-54,1.0,false,#51492F
68.648529,108.328253,Slc17a7,44,false,68,0.99069,3,CR9f3683203-40,1.0,false,#006CFF
33.659331,144.010626,Gad1,58,false,69,0.99184,2,CR9f3683203-43,1.0,false,#90AED6
65.238555,107.090274,Sox10,44,false,70,0.99164,3,CR9f3683203-40,1.0,false,#637F0C
83.824755,50.084058,Sox10,21,false,71,0.98115,3,CR9f3683203-25,1.0,false,#005F95
102.675117,71.237871,Slc17a7,30,false,72,0.98936,3,CR9f3683203-41,1.0,false,#00A1FF
49.643052,11.798721,Ttr,3,false,73,0.99109,3,CR9f3683203-6,1.0,false,#008E7C
142.500129,32.270293,Ttr,0,true,74,0.99182,2,CR9f3683203-39,1.0,false,#002E9A
108.644429,6.166523,Pdgfra,0,true,75,0.79623,3,CR9f3683203-18,1.0,false,#009A99
31.787638,67.944089,Slc17a7,26,false,76,0.99183,3,CR9f3683203-13,1.0,false,#89006C
127.434411,32.118578,Sox10,15,false,77,0.99186,1,CR9f3683203-34,1.0,false,#007CD8
50.149056,89.123452,Slc17a7,35,false,78,0.99054,3,CR9f3683203-23,1.0,false,#00C4D3
92.920891,106.085987,Pdgfra,45,false,79,0.98599,3,CR9f3683203-47,1.0,false,#005F88
82.859433,32.872663,Ttr,13,false,80,0.83908,2,CR9f3683203-20,1.0,false,#8BAED6
140.25393,89.131519,Slc17a7,40,false,81,0.99049,2,CR9f3683203-55,1.0,false,#0071FF
82.05615,27.827096,Gad1,13,false,82,0.00808,2,CR9f3683203-20,1.0,false,#0071FF
12.801922,10.44459,Gad1,1,false,83,0.99155,2,CR9f3683203-1,1.0,false,#005D90
12.838179,127.831574,Gad1,49,false,84,0.99109,2,CR9f3683203-28,1.0,false,#00472C
147.411187,90.69951,Gad1,40,false,85,0.82825,2,CR9f3683203-55,1.0,false,#9EB1DC
73.826118,143.064112,Gad1,60,false,86,0.96407,2,CR9f3683203-53,1.0,false,#0080DA
48.252131,13.17339,Gad1,3,false,87,0.98962,1,CR9f3683203-6,1.0,false,#064C6F
7.869963,13.560807,Slc17a7,1,false,88,0.94349,3,CR9f3683203-1,1.0,false,#5D8DFC
143.914051,35.19219,Aldoc,16,false,89,0.98903,2,CR9f3683203-39,1.0,false,#607D05
68.562802,67.795419,Ttr,28,false,90,0.99037,2,CR9f3683203-22,1.0,false,#005C87
47.982836,147.140849,Slc17a7,59,false,91,0.99127,3,CR9f3683203-48,1.0,false,#83E4FF
123.581418,11.439049,Gad1,7,false,92,0.99134,2,CR9f3683203-24,1.0,false,#CD00B4
88.716473,66.034523,Pdgfra,29,false,93,0.99116,3,CR9f3683203-35,1.0,false,#DC398B
36.458172,144.154076,Aldoc,58,false,94,0.98271,2,CR9f3683203-43,1.0,false,#004D00
15.268093,121.390578,Sox10,49,false,95,0.60904,1,CR9f3683203-28,1.0,false,#5E7F0D
90.310239,73.134355,Pdgfra,29,false,96,0.87283,3,CR9f3683203-35,1.0,false,#FE745A
15.849722,34.899857,Aldoc,9,false,97,0.90813,1,CR9f3683203-3,1.0,false,#EC9669
24.484144,15.107052,Slc17a7,2,false,98,0.83918,3,CR9f3683203-2,1.0,false,#006DFE
6.266056,133.7275,Ttr,0,true,99,0.0,2,,1.0,true,#00A0FF
109.689766,111.077859,Gad1,46,false,100,0.96833,2,CR9f3683203-54,1.0,false,#0071FF
65.932418,92.950849,Aldoc,36,false,101,0.77432,3,CR9f3683203-30,1.0,false,#E2996F
48.162229,146.916248,Slc17a7,59,false,102,0.99096,3,CR9f3683203-48,1.0,false,#84E3FF
148.566659,46.608229,Aldoc,24,false,103,0.96382,3,CR9f3683203-46,1.0,false,#00C6D8
145.76044,92.332555,Ttr,40,false,104,0.88147,2,CR9f3683203-55,1.0,false,#89ADD4
67.377697,67.563166,Aldoc,28,false,105,0.99181,2,CR9f3683203-22,1.0,false,#094E71
10.507646,125.08387,Gad1,49,false,106,0.99076,2,CR9f3683203-28,1.0,false,#1A278D
129.33325,69.589739,Gad1,31,false,107,0.97546,2,CR9f3683203-49,1.0,false,#003487
83.91786,109.041905,Aldoc,45,false,108,0.8848,1,CR9f3683203-47,1.0,false,#783A2E
134.299523,83.566863,Sox10,0,true,109,0.0,1,,0.98,true,#00C1FF
103.713586,49.368823,Gad1,22,false,110,0.99054,2,CR9f3683203-33,1.0,false,#085000
92.421759,89.878252,Gad1,37,false,111,0.9897,2,CR9f3683203-42,1.0,false,#00E4FF
9.567361,50.623301,Ttr,0,true,112,0.99181,3,CR9f3683203-4,1.0,false,#D43173
45.892935,122.8886,Gad1,0,true,113,0.99065,3,CR9f3683203-37,1.0,false,#AE7E5C
27.069635,10.929114,Pdgfra,2,false,114,0.98672,3,CR9f3683203-2,1.0,false,#EBC8A3
31.230665,11.165791,Pdgfra,2,false,115,0.98973,3,CR9f3683203-2,1.0,false,#005C77
108.625693,51.938406,Ttr,22,false,116,0.99167,2,CR9f3683203-33,1.0,false,#594A37
124.432088,52.380705,Slc17a7,23,false,117,0.99158,3,CR9f3683203-38,1.0,false,#963F7A
89.094684,66.810805,Ttr,29,false,118,0.98987,3,CR9f3683203-35,1.0,false,#DC398B
52.365549,9.534875,Sox10,3,false,119,0.99182,3,CR9f3683203-6,1.0,false,#D17BE1
105.107511,88.219135,Slc17a7,38,false,120,0.98995,3,CR9f3683203-44,1.0,false,#006DFF
105.973637,66.661269,Slc17a7,30,false,121,0.99033,3,CR9f3683203-41,1.0,false,#0091CC
66.500905,126.919012,Gad1,52,false,122,0.99186,2,CR9f3683203-45,1.0,false,#00BAFC
106.31394,73.566337,Pdgfra,30,false,123,0.95765,3,CR9f3683203-41,1.0,false,#594C30
105.412069,87.506608,Gad1,38,false,124,0.99117,3,CR9f3683203-44,1.0,false,#4A8B69
91.439593,13.029197,Gad1,5,false,125,0.95604,2,CR9f3683203-11,1.0,false,#2D2185
84.848721,77.013405,Gad1,0,true,126,0.0,2,,1.0,true,#608515
127.278055,86.97611,Ttr,39,false,127,0.99167,3,CR9f3683203-50,1.0,false,#D83788
147.68749,126.344326,Slc17a7,56,false,128,0.99187,3,CR9f3683203-60,1.0,false,#004429
11.006702,91.116766,Aldoc,33,false,129,0.99177,1,CR9f3683203-14,1.0,false,#005F97
15.810693,91.057681,Ttr,33,false,130,0.97528,1,CR9f3683203-14,1.0,false,#008D79
144.527887,127.433746,Slc17a7,56,false,131,0.99137,3,CR9f3683203-60,1.0,false,#D73377
88.247274,51.045971,Pdgfra,21,false,132,0.98786,3,CR9f3683203-25,1.0,false,#009C9E
69.122333,124.428784,Ttr,52,false,133,0.99104,2,CR9f3683203-45,1.0,false,#00A2FF
67.212277,72.699098,Gad1,28,false,134,0.99177,2,CR9f3683203-22,1.0,false,#5A8CF4
30.262701,28.376431,Gad1,10,false,135,0.99146,2,CR9f3683203-5,1.0,false,#008F64
11.261252,51.678011,Slc17a7,17,false,136,0.99133,3,CR9f3683203-4,1.0,false,#006DFD
147.039449,34.118611,Gad1,16,false,137,0.99148,2,CR9f3683203-39,1.0,false,#008D62
135.653986,95.309953,Slc17a7,0,true,138,0.0,3,,1.0,true,#00492D
34.950681,74.817344,Slc17a7,26,false,139,0.86358,3,CR9f3683203-13,1.0,false,#00C5D4
13.708245,88.29794,Aldoc,33,false,140,0.99095,1,CR9f3683203-14,1.0,false,#A77B5E
105.757336,83.772417,Ttr,38,false,141,0.99184,3,CR9f3683203-44,1.0,false,#DD955F
126.341625,14.803808,Gad1,7,false,142,0.98893,2,CR9f3683203-24,1.0,false,#5A8EF1
8.877815,52.28782,Slc17a7,17,false,143,0.98824,3,CR9f3683203-4,1.0,false,#00A1FF
106.591029,49.920865,Pdgfra,22,false,144,0.99174,2,CR9f3683203-33,1.0,false,#CD00B4
71.54253,49.087346,Aldoc,20,false,145,0.99068,3,CR9f3683203-19,1.0,false,#00A1FF
146.248354,10.342918,Slc17a7,8,false,146,0.9917,3,CR9f3683203-32,1.0,false,#78E156
48.344703,101.886097,Gad1,43,false,147,0.97948,2,CR9f3683203-29,1.0,false,#024F00
88.474007,34.586939,Slc17a7,13,false,148,0.99141,2,CR9f3683203-20,1.0,false,#630027
30.528283,109.806608,Aldoc,42,false,149,0.99174,3,CR9f3683203-27,1.0,false,#CF81EB
86.770654,48.289962,Ttr,21,false,150,0.99185,3,CR9f3683203-25,1.0,false,#00A2FF
143.166839,87.991078,Gad1,40,false,151,0.99101,2,CR9f3683203-55,1.0,false,#CE4A00
51.059183,62.274459,Aldoc,27,false,152,0.95583,1,CR9f3683203-16,1.0,false,#00BDFD
84.90998,92.650114,Gad1,37,false,153,0.91967,2,CR9f3683203-42,1.0,false,#00926A
15.90293,83.573309,Slc17a7,0,true,154,0.65829,3,CR9f3683203-14,1.0,false,#0090CD
64.144637,106.11185,Slc17a7,44,false,155,0.9841,3,CR9f3683203-40,1.0,false,#FB7767
126.296778,108.604568,Slc17a7,47,false,156,0.99101,3,CR9f3683203-56,1.0,false,#006EFD
51.420341,144.823425,Ttr,59,false,157,0.99162,3,CR9f3683203-48,1.0,false,#311B7E
49.651427,8.951082,Ttr,3,false,158,0.99106,3,CR9f3683203-6,1.0,false,#00978F
106.171995,69.896884,Aldoc,30,false,159,0.98983,3,CR9f3683203-41,1.0,false,#005E7D
9.640698,128.52455,Slc17a7,49,false,160,0.98898,2,CR9f3683203-28,1.0,false,#8AAED7
88.278973,48.145172,Aldoc,21,false,161,0.99182,1,CR9f3683203-25,1.0,false,#2A5573
105.619969,30.878048,Slc17a7,14,false,162,0.99184,3,CR9f3683203-26,1.0,false,#00B44D
51.755216,63.184412,Slc17a7,27,false,163,0.98877,1,CR9f3683203-16,1.0,false,#008D77
88.197063,50.474381,Sox10,21,false,164,0.98975,3,CR9f3683203-25,1.0,false,#00958C
144.836382,123.693217,Sox10,56,false,165,0.99072,3,CR9f3683203-60,1.0,false,#FA734B
109.045184,9.739759,Aldoc,6,false,166,0.97913,3,CR9f3683203-18,1.0,false,#DA3888
47.166717,146.377465,Ttr,59,false,167,0.99176,3,CR9f3683203-48,1.0,false,#003A81
143.767691,31.85275,Slc17a7,16,false,168,0.99121,2,CR9f3683203-39,1.0,false,#EFCD64
15.146419,83.614397,Pdgfra,33,false,169,0.7616,1,CR9f3683203-14,1.0,false,#0090CC
67.109184,65.483428,Gad1,28,false,170,0.98777,2,CR9f3683203-22,1.0,false,#A17F68
104.385602,150.824349,Sox10,0,true,171,0.0,1,,1.0,true,#5F8516
46.578441,30.084247,Sox10,11,false,172,0.9897,3,CR9f3683203-10,1.0,false,#005D80
123.977263,88.941052,Gad1,39,false,173,0.99148,3,CR9f3683203-50,1.0,false,#005D7A
107.335393,31.343663,Pdgfra,14,false,174,0.99158,3,CR9f3683203-26,1.0,false,#5F8BFC
136.841362,18.631978,Ttr,0,true,175,0.0,1,,1.0,true,#8FB0D9
124.506591,28.794602,Aldoc,15,false,176,0.99054,1,CR9f3683203-34,1.0,false,#AF7D5B
70.29812,129.666112,Gad1,52,false,177,0.99162,2,CR9f3683203-45,1.0,false,#BA4B1F
13.105993,92.274945,Aldoc,33,false,178,0.98937,1,CR9f3683203-14,1.0,false,#006190
106.008569,46.742344,Gad1,0,true,179,0.98545,2,CR9f3683203-33,1.0,false,#00A2FF
86.402795,8.735011,Slc17a7,5,false,180,0.9904,3,CR9f3683203-11,1.0,false,#97447E
116.727342,132.598526,Pdgfra,0,true,181,0.0,3,,1.0,true,#5B91EE
86.884252,26.328449,Sox10,13,false,182,0.90885,2,CR9f3683203-20,1.0,false,#FA7455
88.593462,125.276303,Slc17a7,53,false,183,0.98909,3,CR9f3683203-52,1.0,false,#009A95
88.827101,88.647779,Gad1,37,false,184,0.99129,2,CR9f3683203-42,1.0,false,#FF007F
67.465814,143.831644,Aldoc,60,false,185,0.9916,3,CR9f3683203-53,1.0,false,#00A2FF
26.759789,14.703602,Slc17a7,2,false,186,0.9868,3,CR9f3683203-2,1.0,false,#006FFF
90.132427,87.350268,Sox10,37,false,187,0.99187,2,CR9f3683203-42,1.0,false,#FF0076
51.330257,50.074662,Pdgfra,19,false,188,0.99083,2,CR9f3683203-15,1.0,false,#005D7A
123.28005,126.448327,Gad1,55,false,189,0.99126,2,CR9f3683203-58,1.0,false,#9B7D6A
146.111695,67.329312,Gad1,32,false,190,0.9916,3,CR9f3683203-51,1.0,false,#F97767
135.584033,107.426717,Gad1,0,true,191,3.0e-5,2,,0.6,true,#074E71
122.114692,127.290396,Gad1,55,false,192,0.99183,2,CR9f3683203-58,1.0,false,#D14B00
32.202854,68.242358,Slc17a7,26,false,193,0.99182,3,CR9f3683203-13,1.0,false,#89006C
28.530905,89.645698,Aldoc,34,false,194,0.99142,2,CR9f3683203-21,1.0,false,#A27E65
11.655231,101.243192,Slc17a7,41,false,195,0.99005,3,CR9f3683203-17,1.0,false,#00C1D1
128.964748,24.665342,Pdgfra,0,true,196,0.00212,1,CR9f3683203-34,1.0,false,#00968C
130.032468,11.653988,Gad1,7,false,197,0.98657,2,CR9f3683203-24,1.0,false,#00A2FF
123.024149,34.884423,Gad1,15,false,198,0.99047,1,CR9f3683203-34,1.0,false,#FF0074
34.423085,148.007167,Pdgfra,58,false,199,0.99186,2,CR9f3683203-43,1.0,false,#656500
107.150101,123.057017,Aldoc,54,false,200,0.98866,1,CR9f3683203-57,1.0,false,#646A00
93.515006,129.050072,Ttr,0,true,201,0.18131,3,CR9f3683203-52,1.0,false,#00A1FF
50.299241,53.052357,Gad1,19,false,202,0.99179,2,CR9f3683203-15,1.0,false,#004800
105.712204,69.924519,Gad1,30,false,203,0.99165,3,CR9f3683203-41,1.0,false,#005D7F
32.648013,24.048141,Sox10,10,false,204,0.91936,2,CR9f3683203-5,0.98,false,#428F00
107.193914,32.035122,Sox10,14,false,205,0.99138,3,CR9f3683203-26,1.0,false,#5D87FA
87.381162,90.070067,Gad1,37,false,206,0.99186,2,CR9f3683203-42,1.0,false,#650029
36.361248,104.742772,Slc17a7,0,true,207,0.95341,3,CR9f3683203-27,1.0,false,#005C7C
51.180313,68.324752,Pdgfra,27,false,208,0.99142,1,CR9f3683203-16,1.0,false,#927A6C
32.801987,109.468158,Slc17a7,42,false,209,0.99184,3,CR9f3683203-27,1.0,false,#009892
51.190572,14.281172,Aldoc,3,false,210,0.98877,3,CR9f3683203-6,1.0,false,#00C5DA
110.641797,106.716841,Gad1,46,false,211,0.99187,2,CR9f3683203-54,1.0,false,#2D5776
90.965187,86.969929,Gad1,37,false,212,0.99126,2,CR9f3683203-42,1.0,false,#27258B
68.420333,125.1328,Gad1,52,false,213,0.98989,2,CR9f3683203-45,1.0,false,#00B147
9.580461,48.860528,Aldoc,17,false,214,0.99092,3,CR9f3683203-4,1.0,false,#00A2FF
154.862518,91.957309,Gad1,0,true,215,0.0,2,,1.0,true,#00BB52
128.096982,14.416009,Slc17a7,7,false,216,0.9917,2,CR9f3683203-24,1.0,false,#005C7B
31.11475,70.869045,Gad1,26,false,217,0.98771,3,CR9f3683203-13,1.0,false,#0070FF
10.37699,109.731063,Slc17a7,41,false,218,0.98533,3,CR9f3683203-17,1.0,false,#8B006D
155.585537,144.105138,Pdgfra,0,true,219,0.0,3,,1.0,true,#CE00B3
86.616545,90.438525,Gad1,37,false,220,0.99155,2,CR9f3683203-42,1.0,false,#009164
31.576092,14.103076,Slc17a7,2,false,221,0.98894,3,CR9f3683203-2,1.0,false,#DD945E
89.487506,49.881243,Aldoc,21,false,222,0.9899,3,CR9f3683203-25,1.0,false,#00608E
49.239189,47.655523,Gad1,19,false,223,0.99187,2,CR9f3683203-15,1.0,false,#683D27
141.490458,66.541635,Slc17a7,32,false,224,0.98274,3,CR9f3683203-51,1.0,false,#004026
109.707562,107.77757,Ttr,46,false,225,0.99117,2,CR9f3683203-54,1.0,false,#6C3D29
72.342744,140.520691,Ttr,60,false,226,0.92994,3,CR9f3683203-53,1.0,false,#00A2FF
126.992646,34.538435,Aldoc,15,false,227,0.99121,1,CR9f3683203-34,1.0,false,#753C2E
51.093173,146.597473,Slc17a7,59,false,228,0.99187,3,CR9f3683203-48,1.0,false,#007D1B
66.338817,5.935396,Gad1,4,false,229,0.20787,2,CR9f3683203-7,1.0,false,#9DB2DD
105.421941,69.452084,Slc17a7,30,false,230,0.99153,3,CR9f3683203-41,1.0,false,#005C7B
118.719397,60.679812,Ttr,0,true,231,0.0,2,,1.0,true,#2F5876
48.269351,140.704178,Slc17a7,59,false,232,0.90805,3,CR9f3683203-48,1.0,false,#98B3E0
67.091695,9.620286,Gad1,4,false,233,0.99171,2,CR9f3683203-7,1.0,false,#0F5300
66.627995,52.218897,Slc17a7,20,false,234,0.98927,3,CR9f3683203-19,1.0,false,#88006B
91.760652,92.136656,Ttr,37,false,235,0.98936,2,CR9f3683203-42,1.0,false,#00E4FF
69.330901,147.696811,Aldoc,60,false,236,0.9794,3,CR9f3683203-53,1.0,false,#67422C
88.556559,127.27973,Slc17a7,53,false,237,0.99167,3,CR9f3683203-52,1.0,false,#008F77
49.98356,10.951341,Aldoc,3,false,238,0.99166,3,CR9f3683203-6,1.0,false,#9EB1DC
144.414117,137.048081,Sox10,0,true,239,0.0,1,,1.0,true,#610024
126.541602,128.400545,Gad1,55,false,240,0.99143,2,CR9f3683203-58,1.0,false,#2A5575
51.547602,119.065945,Aldoc,51,false,241,0.14513,3,CR9f3683203-37,1.0,false,#00A1FF
121.483968,85.622392,Aldoc,39,false,242,0.96807,3,CR9f3683203-50,1.0,false,#008DCA
124.224531,71.112471,Gad1,31,false,243,0.99182,2,CR9f3683203-49,1.0,false,#5E422B
123.335465,31.470499,Aldoc,15,false,244,0.99187,1,CR9f3683203-34,1.0,false,#008D79
98.978424,7.632175,Sox10,0,true,245,0.0033,1,CR9f3683203-18,0.92,false,#FE0073
143.644511,105.876861,Aldoc,48,false,246,0.99155,3,CR9f3683203-59,1.0,false,#00C5DA
87.620418,121.612672,Slc17a7,53,false,247,0.98867,3,CR9f3683203-52,1.0,false,#DE996D
11.001343,124.21264,Gad1,49,false,248,0.99117,2,CR9f3683203-28,1.0,false,#351600
85.19113,66.188654,Slc17a7,29,false,249,0.93916,3,CR9f3683203-35,1.0,false,#00BC5B
85.035122,70.283383,Ttr,0,true,250,0.93329,3,CR9f3683203-35,1.0,false,#005C80
139.706327,88.384376,Gad1,40,false,251,0.98476,2,CR9f3683203-55,1.0,false,#0071FF
9.79176,32.09139,Sox10,9,false,252,0.99187,1,CR9f3683203-3,1.0,false,#064C6F
105.118237,124.765363,Aldoc,54,false,253,0.99182,1,CR9f3683203-57,1.0,false,#FB006D
12.015914,77.64059,Ttr,0,true,254,0.00023,2,CR9f3683203-8,0.96,false,#005F97
84.51938,120.916785,Slc17a7,53,false,255,0.94698,3,CR9f3683203-52,1.0,false,#5B95F7
12.443895,47.30999,Slc17a7,17,false,256,0.99004,3,CR9f3683203-4,1.0,false,#00C4FF
102.600591,124.198406,Sox10,54,false,257,0.97948,3,CR9f3683203-57,1.0,false,#4A4D33
82.854825,88.706716,Ttr,37,false,258,0.32614,2,CR9f3683203-42,1.0,false,#5B88F8
12.706202,46.430764,Slc17a7,17,false,259,0.99182,3,CR9f3683203-4,1.0,false,#00C3FF
92.992406,69.903101,Slc17a7,29,false,260,0.98613,3,CR9f3683203-35,1.0,false,#4D8E6B
49.908166,126.537335,Sox10,51,false,261,0.99177,3,CR9f3683203-37,1.0,false,#00BBFD
124.551123,69.455734,Pdgfra,31,false,262,0.99182,2,CR9f3683203-49,1.0,false,#3F9000
31.483151,71.506763,Slc17a7,26,false,263,0.99117,3,CR9f3683203-13,1.0,false,#006DFE
124.691736,10.30595,Sox10,7,false,264,0.98958,2,CR9f3683203-24,1.0,false,#9F7E69
105.550798,122.83225,Sox10,54,false,265,0.99129,1,CR9f3683203-57,1.0,false,#927B6D
65.965673,102.733767,Slc17a7,44,false,266,0.82754,3,CR9f3683203-40,1.0,false,#8B006F
5.944264,146.003528,Aldoc,57,false,267,0.00048,1,CR9f3683203-36,0.92,false,#D28AF9
141.411569,83.972354,Gad1,40,false,268,0.99007,2,CR9f3683203-55,1.0,false,#5A8EF1
48.605137,71.317261,Aldoc,27,false,269,0.9907,1,CR9f3683203-16,1.0,false,#004F00
89.624597,69.056354,Slc17a7,29,false,270,0.98972,3,CR9f3683203-35,1.0,false,#FC7665
48.938622,121.278636,Aldoc,51,false,271,0.99057,3,CR9f3683203-37,1.0,false,#783A2E
10.357812,36.034008,Aldoc,0,true,272,0.87864,1,CR9f3683203-3,1.0,false,#85ABD0
102.518175,84.670687,Pdgfra,38,false,273,0.97968,3,CR9f3683203-44,1.0,false,#00A2FF
69.501627,109.867014,Slc17a7,44,false,274,0.99186,3,CR9f3683203-40,1.0,false,#00A2FF
14.980445,30.291592,Aldoc,9,false,275,0.99184,3,CR9f3683203-3,1.0,false,#666900
